Venture_SKU,Homeroom_SKU
9995-305,1560306-01-0
19973-335,1565861-04-45
15514-351,1625583-01-44
15537-708,1625449-02-0
15930-909,1691075-05-155
18041-385,1576106-01-41
15994-488,1695533-01-78
16019-604,1689727-02-20
16007-702,1696625-03-747
19973-332,1565861-06-45
15932-502,1691087-01-155
15922-605,1692856-03-743
GR22086,1673194-01-0
15675-110,1675497-02-713
15675-150,1675497-03-713
15959-605,1740503-01-23
15924-605,1691073-05-156
15933-601,1691080-01-324
15670-400,1674653-01-0
GR22323,1669100-01-0
15999-503,1695546-03-24
19915-328,1528160-01-0
60014-004,1703349-01-48
2034-444,1721858-01-0
6183-400,1564670-01-0
GR22720,1696790-01-0
GR18594,1691587-01-0
GR18959,1604353-01-0
GR18591,1602103-01-0
GR18651,1602023-01-0
GR22672,1696785-02-0
GR21462,1647560-01-0
GR18593,1602144-01-0
GR21417,1647524-01-0
GR21918,1650290-01-0
GR21580,1648679-01-0
GR21515,1647454-01-0
30163-107,1740923-01-848
30143-122,1740903-01-47
30147-101,1740902-01-46
30142-120,1740925-01-47
19967-100,1740905-01-848
GR21742,1650723-01-0
GR21732,1648468-01-0
GR21733,1648469-01-0
GR22320,1669099-01-0
9277-449,1648593-01-0
19970-170,1740922-01-47
19961-105,1740900-01-386
19974-102,1740867-01-39
19971-170,1740907-01-47
60036-003,1703356-01-136
16034-101,1715539-02-200
1440-329,1607552-01-0
GR20297,1629075-01-0
15030-887,1616144-01-0
GR20414,1629105-01-0
15684-800,1675496-02-713
GR19928,1639828-01-0
GR21743,1650722-01-0
GR21734,1648701-01-0
GR21737,1648710-01-0
GR20689,1743258-01-0
GR22733,1743267-01-0
GR22719,1696790-02-0
1155-444,1699067-01-0
1103-308,1560323-02-0
GR20995,1624380-01-23
GR21294,1648472-01-0
15518-365,1625585-02-209
GR23325,1734284-02-0
GR14005,1694765-01-0
GR19461,1694951-01-0
GR20576,1627030-01-0
GR19482,1694967-01-0
GR19467,1694954-01-0
GR22052,1669924-02-0
GR20580,1652244-01-0
15026-888,1619236-01-0
GR22056,1669928-02-0
GR18586,1602127-01-0
GR19463,1694904-01-0
GR19454,1694791-01-0
GR21195,1650028-01-0
GR21184,1648495-01-0
GR154,1607575-01-0
GR19379,1610320-01-0
GR21171,1648487-01-0
GR21440,1650200-01-0
17940-120,1564659-01-0
GR796,1652208-01-0
GR19650,1619065-01-0
GR19638,1744231-02-0
GR19714,1743467-01-0
GR19712,1743463-01-0
GR19736,1743465-01-0
6138-002,1725549-01-0
7231-004,1740860-01-0
GR21547,1702357-01-0
GR20712,1743315-01-0
GR20710,1743449-01-0
GR19823,1743322-01-0
GR23237,1743348-01-0
GR21475,1647576-01-0
9518-444,1600244-01-0
19270-365,1528140-01-0
GR34700-200,1652170-02-0
GR23334,1734329-02-0
GR21303,1648530-01-0
GR22745,1702418-01-0
GR25500-666,1652195-01-0
GR34000-200,1652279-01-0
GR34100-200,1652169-02-0
GR20015,1694939-03-0
19880-120,1528154-01-0
15016-800,1727926-01-0
GR20513,1629070-01-0
19995-468,1737178-01-0
GR22373,1669840-01-0
60088-004,1703400-01-48
GR21179,1648493-01-0
60090-003,1703405-01-136
GR22816,1743266-01-0
GR19943,1652234-01-0
30141-122,1740919-01-47
30149-110,1740898-01-46
19950-110,1740915-01-46
19956-102,1740882-01-47
19954-100,1740904-01-46
19977-200,1740946-02-855
GR21736,1648708-01-0
GR19581,1618981-01-0
15412-601,1651929-01-23
9517-444,1600305-01-0
GR19029,1607648-01-0
GR22049,1669923-01-0
9328-013,1557103-01-0
15929-909,1691076-02-651
GR21664,1650100-01-0
GR23395,1734353-01-0
GR19352,1610339-01-0
GR21930,1647632-01-0
GR20067,1626978-01-0
GR22753,1702434-01-0
GR22606,1699704-01-0
GR14088,1694801-01-0
GR839,1652290-01-0
GR23404,1734334-02-0
GR18596,1602241-01-0
GR18472,1600178-01-0
GR91000-114,1562122-01-0
GR19473,1694892-02-0
GR22053,1669924-01-0
GR19464,1694868-01-0
GR22054,1669928-01-0
GR19477,1694892-03-0
GR34200-200,1652169-01-0
GR19480,1694926-01-0
GR22050,1669923-02-0
GR21383,1647501-01-0
GR21922,1647630-01-0
GR21260,1648472-07-0
16078-505,1726698-02-48
GR19763,1627087-01-0
GR19780,1627096-01-0
GR19762,1627099-01-0
GR19778,1627101-01-0
GR19765,1627105-01-0
1204-072,1699690-01-0
GR18938,1604332-01-0
GR21629,1650125-01-0
GR18941,1604329-01-0
GR18932,1604476-01-0
GR18929,1604475-02-0
GR23417,1734356-02-0
GR22730,1702419-01-0
GR23418,1734356-01-0
15538-700,1625450-02-0
2111-404,1699070-01-0
15001-885,1609190-03-0
GR21804,1647595-01-0
1104-303,1560333-02-0
GR18764,1602089-01-0
9263-010,1557094-01-0
GR19011,1607630-01-0
1215-6010,1645016-01-0
2066-001,1737311-01-0
5290-089,1600260-01-0
2076-400,1696778-01-0
GR22675,1702387-01-0
GR18353,1600176-01-0
GR21685,1650161-01-0
GR21687,1650162-01-0
9230-004,1566815-02-0
15990-702,1695271-03-55
GR21378,1647479-01-0
GR21375,1647491-01-0
1463-408,1645050-01-0
55000-018,1744370-01-0
2103-400,1691112-01-0
9570-400,1607500-01-0
GR23295,1734281-01-0
9311-400,1560346-01-0
6100-001,1725533-01-0
2103-408,1691112-02-0
6048-002,1725557-02-0
GR22763,1702404-01-0
GR23384,1734309-01-0
GR19237,1743319-01-0
GR19627,1743433-01-0
GR20716,1743457-01-0
GR19821,1743294-01-0
GR20725,1743442-01-0
GR19705,1743441-01-0
GR22725,1743335-01-0
GR22664,1743337-01-0
GR21242,1743422-01-0
1471-418,1648590-04-0
16610-156,1566889-02-0
19974-335,1565861-04-209
15674-110,1675497-02-715
15513-805,1650564-01-0
15933-604,1691080-04-324
15925-703,1691081-01-107
15672-105,1675059-01-713
15977-602,1689728-01-20
15984-402,1695544-02-568
15716-557,1675502-02-39
15927-801,1691103-01-156
GR22321,1673182-03-0
15934-603,1691089-03-156
15639-339,1674642-02-0
15660-440,1674637-02-0
GR20419,1629111-02-0
15982-402,1695534-02-55
15992-403,1695532-02-21
15656-338,1674644-01-0
15641-330,1674643-02-0
15694-555,1675058-01-697
16019-607,1689727-03-20
15517-888,1650533-01-0
9361-888,1600751-02-0
GR20254,1629087-01-0
16000-502,1695547-02-78
15009-131,1711786-02-0
1465-400,1648595-01-0
40000-102,1744320-01-0
GR19227,1694920-01-0
GR266,1562117-01-0
GR19226,1652235-01-0
GR19223,1652227-01-0
GR947,1577602-01-0
GR19225,1652227-02-0
19974-112,1740867-02-39
30144-101,1740885-01-47
19954-101,1740904-02-46
GR21310,1648533-01-0
15442-603,1636639-03-23
19961-102,1740948-01-854
19953-112,1740864-01-60
19952-105,1740909-02-46
19968-100,1740895-01-848
GR100012,1601201-01-0
GR23545,1746270-01-0
GR18431,1600083-01-0
GR18718,1602053-01-0
2073-400,1737326-01-0
GR23203,1743414-01-0
19936-989,1541334-07-0
GR23381,1734343-01-0
GR21957,1650301-01-0
GR21859,1650269-01-0
GR21805,1647615-01-0
5710-089,1600303-01-0
2072-408,1692158-01-0
GR21444,1647544-01-0
9236-007,1560322-02-0
19984-985,1566905-02-0
GR20415,1629099-02-0
GR22401,1669139-02-0
15947-205,1689705-01-151
16086-104,1716959-01-715
GR21459,1647563-01-0
GR18261,1600130-01-0
19988-339,1573229-04-0
6083-001,1737181-01-0
60038-001,1703344-01-345
GR110,1546656-01-0
GR22737,1702458-01-0
GR23424,1734355-02-0
GR23425,1734355-01-0
GR21505,1647449-01-0
GR18373,1601250-01-0
GR21933,1650286-01-0
GR18823,1602137-01-0
17003-511,1726695-06-31
GR18816,1602138-01-0
15680-170,1675060-03-713
20079-125,1746132-01-0
15930-908,1691075-02-155
2027-444,1690279-01-0
GR18673,1604650-01-0
GR20369,1629105-03-0
GR19961,1619106-01-0
GR20305,1743452-01-0
19991-102,1740868-02-39
19988-103,1740878-01-39
9522-244,1691116-01-0
18037-680,1574549-01-0
15719-557,1691094-01-39
GR21569,1647476-01-0
7314-001,1562559-01-0
15008-588,1609183-01-0
6025-444,1725513-01-0
15002-880,1711841-01-0
GR18213,1702371-01-0
GR165,1600142-01-0
GR21704,1650178-01-0
GR277,1562113-01-0
GR21393,1647507-01-0
9360-888,1600240-01-0
1133-111,1599988-02-0
GR21903,1647603-01-0
GR21915,1650289-01-0
GR21931,1647607-01-0
GR18813,1602034-01-0
19974-339,1565861-05-209
17024-501,1726693-03-32
18038-330,1576157-02-209
2069-075,1690274-01-0
19973-336,1565861-01-45
GR23217,1743411-01-0
GR23497,1746204-01-0
GR23025,1722614-01-0
GR23613,1746009-01-0
GR23200,1743410-01-0
GR23803,1746295-01-0
GR23668,1746140-01-0
GR18950,1604346-01-0
GR21490,1647434-01-0
GR18766,1602091-01-0
GR18616,1607596-01-0
19935-785,1574927-02-0
GR21332,1648549-01-0
GR21574,1648675-01-0
17008-503,1726695-03-02
GR22481,1669169-03-0
GR22468,1669794-03-0
GR20614,1636672-01-0
GR20296,1629077-01-0
GR837,1747030-01-0
GR19784,1619128-01-0
GR23490,1746212-01-0
GR22245,1673242-02-0
1523-2048,1648581-01-0
GR19668,1626975-01-0
9277-408,1747027-01-0
15569-995,1666893-02-0
GR19973,1629111-06-0
15557-657,1667814-02-0
GR22002,1669907-02-0
GR22457,1669180-01-0
GR22237,1673237-01-0
19968-380,1560379-03-45
GR14050,1694779-02-0
GR19504,1626995-01-0
GR19909,1626953-01-0
GR20060,1627070-01-0
GR23610,1746011-01-0
GR23511,1746153-01-0
GR19271,1610278-03-0
18046-980,1575024-05-0
16058-500,1726703-05-31
19931-568,1541294-02-0
GR20459,1639851-01-0
GR18951,1604345-01-0
GR18814,1602140-01-0
GR22765,1702437-01-0
GR20458,1629064-02-0
GR21468,1647556-01-0
15556-660,1666908-04-0
15985-407,1695545-03-78
15581-995,1666907-02-0
GR91000-172,1566822-03-0
15604-888,1666917-02-0
GR19975,1619017-01-0
GR18898,1607606-01-0
GR23867,1746229-01-0
GR23647,1746215-01-0
GR23179,1743396-01-0
16052-101,1716948-02-716
19971-371,1560378-02-209
18048-293,1708779-01-0
GR20014,1629111-05-0
15351-888,1616151-02-0
GR20142,1629060-01-0
9344-112,1740918-01-0
15009-030,1713577-01-0
GR23599,1746331-01-0
GR19624,1743299-01-0
GR22117,1669844-01-0
GR20678,1636652-01-0
15719-530,1691100-01-39
15555-655,1666912-01-0
18016-688,1691800-01-0
GR19884,1745979-01-0
16034-100,1726928-01-20
GR23852,1746247-01-0
1027-408,1645046-01-0
GR22111,1669829-01-0
GR91000-143,1564775-01-0
GR23846,1746245-01-0
15990-704,1695271-02-55
GR22875,1743586-01-0
GR14013,1694858-01-0
GR20371,1694820-01-0
9283-408,1601176-01-0
GR20450,1639849-01-0
GR20375,1629106-01-0
GR20376,1629104-05-0
GR19318,1610335-01-0
GR928,1582198-01-0
2124-444,1695254-01-0
19908-041,1734372-01-0
GR20365,1640337-01-0
GR20429,1640340-01-0
GR19880,1694873-01-0
GR935,1577646-01-0
15559-655,1666909-01-0
GR23298,1734321-02-0
16075-501,1726699-02-32
17027-505,1726693-06-32
15512-340,1640348-01-200
GR23697,1746090-01-0
17032-000,1732926-01-0
19902-998,1541420-01-0
2044-408,1692157-01-0
2070-075,1691109-01-0
GR19879,1694815-02-0
GR20340,1626936-01-0
29993-102,1711779-02-0
GR23877,1746341-01-0
19996-080,1732174-01-0
19986-335,1573237-01-45
GR613,1558588-01-2
GR100010,1564699-01-0
GR18120-262,1564834-01-0
GR20010-111,1564826-01-0
GR913,1577616-01-0
GR19000-000,1564825-01-0
GR19030-333,1564746-01-0
GR21010-111,1564742-01-0
GR91000-107,1564822-01-0
GR91000-109,1564806-01-0
GR18638,1602190-01-0
GR18639,1602075-01-0
GR18644,1602083-01-0
GR18684,1602185-01-0
9132-712L,1600233-04-0
9030-145L,1600002-02-0
GR18640,1602189-01-0
GR18688,1602077-01-0
GR18642,1602079-01-0
GR18931,1604478-01-0
GR19057,1607518-01-0
GR19032,1607651-01-0
GR19056,1607517-01-0
GR19037,1607506-01-0
15706-620,1675478-01-45
GR18322,1601295-01-0
15554-955,1670990-01-0
15546-440,1670986-03-0
GR18420-262,1564837-01-0
GR15000-000,1566896-03-0
GR925,1577624-01-0
GR897,1577722-01-0
19903-877,1734369-01-0
1010-500,1601148-01-0
8193-089,1600237-01-0
GR23565,1746255-01-0
GR23516,1746162-01-0
GR20057,1627074-01-0
GR23847,1746027-01-0
GR23848,1746235-01-0
GR23849,1746029-01-0
GR23856,1746240-01-0
GR19680,1619083-01-0
GR22199,1673217-01-0
GR19564,1626868-01-0
6086-003,1725527-01-0
GR785,1747035-01-0
19909-810,1666903-03-0
GR20089,1627065-01-0
GR20093,1627050-01-0
1211-6010,1667739-01-0
16056-101,1716955-02-715
GR20036,1626939-01-0
GR826,1694946-01-0
GR20324,1626905-01-0
50052-001,1744344-01-0
GR20640,1652256-01-0
GR20480,1627049-01-0
GR20457,1639853-01-0
9555-400,1600018-01-0
42000-630,1744352-02-0
15620-255,1704616-01-0
GR20333,1626920-01-0
GR22148,1669869-01-0
GR19244,1610243-01-0
GR14073,1694910-01-0
GR834,1577617-01-0
GR442,1596877-01-0
GR20734,1636656-01-0
GR967,1694811-01-0
GR91000-106,1564809-01-0
GR91000-141,1564730-01-0
GR13600-000,1564701-01-0
GR436,1596868-01-0
GR19667,1694807-01-0
GR20061,1627082-01-0
GR892,1652140-01-0
15017-600,1619265-01-0
44100-071,1748384-01-0
GR22829,1743377-01-0
18036-680,1574916-01-0
GR18648,1602073-01-0
GR12070-777,1564771-01-0
GR15060-666,1564793-01-0
9332-014,1560327-01-0
GR18480-262,1564766-01-0
GR17010-111,1566895-02-0
GR898,1577731-01-0
GR612,1558583-02-2
GR12030-333,1566890-02-0
GR17000-000,1566895-03-0
GR17030-333,1566895-04-0
GR15010-111,1566896-02-0
GR18515,1601302-01-0
6031-550L,1601189-01-0
GR21779,1650240-01-0
GR20765,1652223-01-0
GR19070,1607525-01-0
GR19168,1607540-01-0
GR19166,1607538-01-0
GR19054,1607512-01-0
GR19016,1607634-01-0
GR18635,1602182-01-0
GR30400-555,1564726-01-0
GR914,1577655-01-0
GR91000-104,1564747-01-0
GR12090-999,1564717-01-0
GR21030-333,1564760-01-0
19902-888,1574555-01-0
GR21000-000,1564758-01-0
9036-145L,1564669-01-0
GR19017,1607636-01-0
GR18038,1596870-03-0
GR18037,1596870-02-0
GR18079,1596886-03-0
GR19038,1607505-01-0
GR19072,1607527-01-0
GR929,1582199-01-0
GR15030-333,1566896-04-0
6083-550L,1601987-01-0
9130-762L,1600002-03-0
4035-620L,1601986-01-0
GR18537,1602093-01-0
GR18641,1602243-01-0
GR18634,1602181-01-0
GR18691,1602080-01-0
GR18645,1602082-01-0
GR18436,1601318-01-0
9336-014,1560330-01-0
GR827,1577600-01-0
GR100013,1566885-01-0
GR15070-777,1564783-01-0
GR12080-888,1564717-02-0
GR30200-555,1564727-01-0
GR18256,1601210-01-0
GR18453,1601231-01-0
GR20256,1629094-02-0
60029-004,1703370-01-48
GR20951,1624365-03-22
GR21625,1650116-01-0
GR23315,1734324-02-0
GR20659,1652226-01-0
15649-338,1679835-01-0
15512-300,1640348-04-200
GR21744,1650723-02-0
GR91000-122,1564787-01-0
GR18340,1607497-01-0
2126-402,1691114-01-0
GR933,1577628-01-0
9996-305,1560339-01-0
GR19484,1694955-01-0
6231-400,1567269-01-0
6431-400,1564666-03-0
1022-222L,1523976-01-2
19942-900,1558420-01-2
19942-906,1558420-03-2
19921-100,1528150-01-0
19920-360,1564692-01-0
GR22659,1696776-01-0
GR22652,1696786-01-0
GR22048,1669923-03-0
GR18302,1600089-01-0
GR19470,1694911-01-0
GR19474,1694962-01-0
GR18585,1602114-01-0
GR22728,1702366-01-0
GR23419,1734318-01-0
GR23373,1734345-02-0
GR23305,1734322-02-0
GR22322,1669103-01-0
15017-880,1727933-01-0
19270-364,1528141-01-0
1102-326,1599990-04-0
60041-004,1703334-01-48
GR23329,1734282-01-0
GR23369,1734305-01-0
1103-121,1560312-01-0
60004-002,1703364-01-118
GR18878,1604459-01-0
1207-072,1690275-01-0
GR22754,1743270-01-0
GR20731,1636655-01-0
GR22656,1702385-01-0
GR21169,1691611-01-0
17701-890,1574547-03-0
16067-505,1726704-03-32
GR18800,1604421-01-0
60016-004,1703398-01-48
15640-338,1746892-01-0
19920-488,1541306-01-0
6020-520,1564672-01-0
19903-981,1564646-01-0
19936-520,1713569-01-0
4147-400,1600242-01-0
1009-400,1645060-02-0
9561-400,1600220-01-0
1554-400,1648592-01-0
9363-400,1601180-01-0
9293-400,1557099-01-0
60045-001,1703385-01-345
7210-001,1567268-01-0
60084-001,1703396-01-345
60044-001,1703350-01-345
60024-001,1703336-01-345
17004-001,1732951-01-0
60066-001,1703326-01-345
60017-001,1703323-01-345
60089-001,1703407-01-345
60021-001,1703363-01-345
60073-001,1703340-01-345
60076-001,1703383-01-345
60094-001,1703353-01-345
60099-001,1703331-01-345
17022-001,1732965-01-0
60053-001,1703318-01-345
60085-001,1703337-01-345
60007-004,1703351-01-48
GR21745,1650722-02-0
9516-444,1600300-01-0
2091-444,1699065-03-0
1241-408,1645015-01-0
2119-408,1607561-01-0
60009-002,1703357-01-118
GR20616,1636668-01-0
GR22790,1730841-01-0
GR22787,1696798-01-0
GR22096,1669816-02-0
GR21546,1737312-01-0
GR23175,1743394-01-0
GR998,1743434-01-0
GR22227,1673220-02-0
GR19261,1607546-01-0
GR18613,1737315-01-0
GR18525,1602136-01-0
GR18526,1602031-01-0
GR34800-200,1564810-01-0
GR19582,1618953-01-0
GR36700-100,1652171-02-0
GR68800-180,1652282-01-0
GR19922,1627031-01-0
GR19934,1639831-01-0
GR34600-200,1652170-01-0
GR25100-666,1564802-01-0
GR20019,1694913-01-0
GR25600-666,1564745-01-0
GR20017,1694939-02-0
GR14220-450,1530224-01-0
15708-895,1675482-02-45
GR18299,1600173-02-0
GR19469,1694906-01-0
GR18303,1601286-01-0
GR22051,1669929-01-0
GR19471,1694968-01-0
GR19483,1694941-01-0
GR21302,1648529-01-0
6149-400,1562562-01-0
GR18767,1607598-01-0
GR18727,1602214-01-0
GR18725,1602112-01-0
6114-002,1725522-02-0
GR19829,1694786-01-0
9364-120,1524000-01-2
2120-444,1696719-01-0
GR21177,1648491-01-0
GR18723,1602217-01-0
GR18768,1607600-01-0
GR18722,1602219-01-0
GR20277,1694800-01-0
15599-588,1713582-01-0
GR21834,1650255-01-0
GR21837,1647589-01-0
GR21835,1650259-01-0
GR18917,1607616-01-0
GR18330,1601304-01-0
GR18320,1607496-01-0
GR22678,1702377-01-0
GR13300-000,1566810-03-0
GR23134,1745998-01-0
19936-888,1541334-06-0
GR19894,1745983-01-0
GR22670,1745968-01-0
GR22724,1746057-01-0
GR19889,1745989-01-0
GR22671,1745968-02-0
GR22703,1745967-01-0
GR23359,1734298-02-0
15658-488,1674651-02-0
GR19336,1610241-01-0
GR19246,1610245-01-0
15698-223,1675499-02-715
GR18692,1602049-01-0
GR21682,1650156-01-0
GR18233,1604374-02-0
GR18702,1602066-01-0
GR18710,1602062-01-0
GR21451,1647550-01-0
GR18715,1602210-01-0
GR21684,1650158-01-0
18062-887,1596882-01-0
15517-361,1625585-01-45
GR23328,1734285-01-0
15440-702,1636645-01-23
6121-001,1725530-01-0
2115-444,1699709-01-0
GR21533,1702352-01-0
GR19013,1607632-01-0
16088-505,1726697-04-02
GR21906,1647604-01-0
GR20280,1626858-01-0
1304-322,1696718-01-0
16085-505,1726696-03-31
15948-212,1695530-02-151
GR21563,1647487-03-0
16084-502,1726696-04-31
GR22429,1685321-01-0
3102-305,1737574-01-0
GR18281,1600116-01-0
17005-504,1726695-01-31
GR21927,1647606-02-0
GR21904,1650276-01-0
GR18847,1602233-01-0
GR18827,1602234-01-0
GR18849,1604426-01-0
GR18822,1601999-01-0
GR18820,1601871-01-0
GR36800-100,1652173-01-0
GR21777,1650237-01-0
GR21458,1647483-02-0
17006-000,1732927-01-0
17700-450,1528130-01-0
9284-408,1601329-01-0
18018-688,1621232-01-0
15350-146,1713571-02-0
GR18270,1601306-01-0
GR21710,1650180-01-0
GR91000-113,1562118-01-0
GR18499,1600080-01-0
GR18519,1600182-01-0
GR21714,1648700-01-0
GR18513,1600151-01-0
GR22042,1669922-01-0
GR22047,1673171-01-0
GR19450,1694814-01-0
GR22214,1673212-01-0
15962-505,1740502-01-13
19985-339,1573237-04-41
17005-104,1715048-01-52
GR22367,1669841-02-0
15540-700,1625452-02-0
4023-620,1524037-01-2
17704-440,1528166-01-0
9329-027,1645043-01-0
60069-004,1703374-01-48
GR21925,1650284-01-0
GR22408,1669147-01-0
GR22158,1673205-01-0
18008-680,1541416-01-0
9359-999,1600751-01-0
15984-407,1695544-03-568
GR14072,1694875-01-0
GR20613,1636665-01-0
GR20610,1636670-02-0
GR14071,1694816-01-0
15511-300,1625582-01-44
15950-202,1689708-01-151
15986-405,1709881-02-747
9322-408,1560326-01-0
15986-402,1709881-03-747
GR21907,1748448-01-0
18048-200,1713588-01-0
15450-458,1734375-01-0
GR20382,1629104-04-0
17028-001,1732944-01-0
GR18402,1601271-01-0
9607-075,1601989-01-0
GR21976,1650312-01-0
60011-002,1703384-01-118
GR21385,1647503-01-0
GR22213,1673229-01-0
15350-080,1713580-01-0
GR20455,1639852-01-0
GR18866,1604444-01-0
GR19020,1607639-01-0
15572-405,1666895-01-0
GR21193,1650025-01-0
GR21199,1650036-01-0
GR21254,1650049-01-0
GR21225,1650038-01-0
GR21210,1648500-01-0
GR21208,1691578-01-0
GR19646,1619062-01-0
GR18295,1691582-01-0
GR21424,1647528-01-0
19978-345,1561814-01-41
2092-414,1696789-02-0
9605-076,1600307-01-0
GR21893,1647620-01-0
GR18918,1607618-01-0
GR21746,1650197-01-0
GR18778,1604412-01-0
GR21586,1648680-01-0
16033-105,1715541-01-52
GR18655,1602110-01-0
GR18657,1602111-01-0
GR21288,1648523-01-0
GR21422,1650318-01-0
GR22089,1673201-02-0
GR19923,1627025-01-0
GR18196,1601242-01-0
GR18571,1602124-01-0
GR18189,1604654-02-0
GR18618,1737323-01-0
GR22045,1673171-03-0
16066-103,1715049-01-715
16067-103,1715049-01-717
6080-520L,1599991-02-0
18079-205,1593497-01-0
GR12040-444,1566890-04-0
2123-444,1696379-01-0
9521-444,1599994-01-0
GR20844,1624354-02-13
9312-400,1560338-01-0
15507-880,1650546-01-0
GR18394,1600162-01-0
GR21492,1647433-01-0
GR21397,1647509-01-0
GR18263,1600156-01-0
15514-355,1625583-04-44
15681-120,1675060-01-717
15563-995,1666891-02-0
15998-557,1683603-01-39
18062-888,1596882-03-0
GR20255,1629088-01-0
3101-305,1696645-02-0
GR20321,1626902-01-0
GR14010,1627123-01-0
GR302,1562124-01-0
GR969,1577857-01-0
3102-325,1696986-01-0
1572-6011,1645055-01-0
19909-991,1541278-01-0
GR22646,1696641-02-0
GR19028,1607647-01-0
9308-005,1601982-01-0
GR18912,1607614-01-0
